encounter_record_id,hospital_id,hospital_name,encounter_date,service_area,encounter_type,patient_encounters,queue_eligible_encounters,survey_eligible_encounters,admissions,discharges,transfers_in,transfers_out,source_system,synthetic_flag
EN002042,KPJ_01,JCORP Specialist Hospital,2026-05-12,Outpatient Department,Outpatient,310,295,234,0,0,0,0,Hospital Information System,True
EN002043,KPJ_01,JCORP Specialist Hospital,2026-05-12,Inpatient Wards,Inpatient,90,0,51,17,18,2,2,Hospital Information System,True
EN002044,KPJ_01,JCORP Specialist Hospital,2026-05-13,Emergency Department,Emergency,173,160,59,0,0,0,0,Hospital Information System,True
EN002045,KPJ_01,JCORP Specialist Hospital,2026-05-13,Outpatient Department,Outpatient,336,310,260,0,0,0,0,Hospital Information System,True
EN002046,KPJ_01,JCORP Specialist Hospital,2026-05-13,Inpatient Wards,Inpatient,87,0,47,17,14,1,1,Hospital Information System,True
EN002047,KPJ_01,JCORP Specialist Hospital,2026-05-14,Emergency Department,Emergency,156,144,53,0,0,0,0,Hospital Information System,True
EN002048,KPJ_01,JCORP Specialist Hospital,2026-05-14,Outpatient Department,Outpatient,371,358,278,0,0,0,0,Hospital Information System,True
EN002049,KPJ_01,JCORP Specialist Hospital,2026-05-14,Inpatient Wards,Inpatient,76,0,41,12,12,2,2,Hospital Information System,True
EN002050,KPJ_01,JCORP Specialist Hospital,2026-05-15,Emergency Department,Emergency,146,132,46,0,0,0,0,Hospital Information System,True
EN002051,KPJ_01,JCORP Specialist Hospital,2026-05-15,Outpatient Department,Outpatient,379,353,280,0,0,0,0,Hospital Information System,True
EN002052,KPJ_01,JCORP Specialist Hospital,2026-05-15,Inpatient Wards,Inpatient,80,0,42,11,7,3,2,Hospital Information System,True
EN002053,KPJ_01,JCORP Specialist Hospital,2026-05-16,Emergency Department,Emergency,174,156,60,0,0,0,0,Hospital Information System,True
EN002054,KPJ_01,JCORP Specialist Hospital,2026-05-16,Outpatient Department,Outpatient,107,101,77,0,0,0,0,Hospital Information System,True
EN002055,KPJ_01,JCORP Specialist Hospital,2026-05-16,Inpatient Wards,Inpatient,80,0,40,15,14,1,2,Hospital Information System,True
EN002056,KPJ_01,JCORP Specialist Hospital,2026-05-17,Emergency Department,Emergency,195,177,59,0,0,0,0,Hospital Information System,True
EN002057,KPJ_01,JCORP Specialist Hospital,2026-05-17,Outpatient Department,Outpatient,107,99,78,0,0,0,0,Hospital Information System,True
EN002058,KPJ_01,JCORP Specialist Hospital,2026-05-17,Inpatient Wards,Inpatient,81,0,45,16,14,2,2,Hospital Information System,True
EN002059,KPJ_01,JCORP Specialist Hospital,2026-05-18,Emergency Department,Emergency,178,164,67,0,0,0,0,Hospital Information System,True
EN002060,KPJ_01,JCORP Specialist Hospital,2026-05-18,Outpatient Department,Outpatient,390,374,274,0,0,0,0,Hospital Information System,True
EN002061,KPJ_01,JCORP Specialist Hospital,2026-05-18,Inpatient Wards,Inpatient,80,0,44,12,13,1,0,Hospital Information System,True
EN002062,KPJ_01,JCORP Specialist Hospital,2026-05-19,Emergency Department,Emergency,147,135,51,0,0,0,0,Hospital Information System,True
EN002063,KPJ_01,JCORP Specialist Hospital,2026-05-19,Outpatient Department,Outpatient,367,347,292,0,0,0,0,Hospital Information System,True
EN002064,KPJ_01,JCORP Specialist Hospital,2026-05-19,Inpatient Wards,Inpatient,87,0,50,17,16,1,3,Hospital Information System,True
EN002065,KPJ_01,JCORP Specialist Hospital,2026-05-20,Emergency Department,Emergency,168,153,55,0,0,0,0,Hospital Information System,True
EN002066,KPJ_01,JCORP Specialist Hospital,2026-05-20,Outpatient Department,Outpatient,353,338,259,0,0,0,0,Hospital Information System,True
EN002067,KPJ_01,JCORP Specialist Hospital,2026-05-20,Inpatient Wards,Inpatient,81,0,47,18,18,2,1,Hospital Information System,True
EN002068,KPJ_01,JCORP Specialist Hospital,2026-05-21,Emergency Department,Emergency,179,168,70,0,0,0,0,Hospital Information System,True
EN002069,KPJ_01,JCORP Specialist Hospital,2026-05-21,Outpatient Department,Outpatient,310,297,233,0,0,0,0,Hospital Information System,True
EN002070,KPJ_01,JCORP Specialist Hospital,2026-05-21,Inpatient Wards,Inpatient,95,0,55,18,16,3,1,Hospital Information System,True
EN002071,KPJ_01,JCORP Specialist Hospital,2026-05-22,Emergency Department,Emergency,158,142,53,0,0,0,0,Hospital Information System,True
EN002072,KPJ_01,JCORP Specialist Hospital,2026-05-22,Outpatient Department,Outpatient,316,292,241,0,0,0,0,Hospital Information System,True
EN002073,KPJ_01,JCORP Specialist Hospital,2026-05-22,Inpatient Wards,Inpatient,90,0,48,20,18,3,1,Hospital Information System,True
EN002074,KPJ_01,JCORP Specialist Hospital,2026-05-23,Emergency Department,Emergency,183,165,65,0,0,0,0,Hospital Information System,True
EN002075,KPJ_01,JCORP Specialist Hospital,2026-05-23,Outpatient Department,Outpatient,131,122,101,0,0,0,0,Hospital Information System,True
EN002076,KPJ_01,JCORP Specialist Hospital,2026-05-23,Inpatient Wards,Inpatient,81,0,45,17,16,1,3,Hospital Information System,True
EN002077,KPJ_01,JCORP Specialist Hospital,2026-05-24,Emergency Department,Emergency,190,169,71,0,0,0,0,Hospital Information System,True
EN002078,KPJ_01,JCORP Specialist Hospital,2026-05-24,Outpatient Department,Outpatient,116,111,90,0,0,0,0,Hospital Information System,True
EN002079,KPJ_01,JCORP Specialist Hospital,2026-05-24,Inpatient Wards,Inpatient,89,0,47,16,14,1,2,Hospital Information System,True
EN002080,KPJ_01,JCORP Specialist Hospital,2026-05-25,Emergency Department,Emergency,153,137,58,0,0,0,0,Hospital Information System,True
EN002081,KPJ_01,JCORP Specialist Hospital,2026-05-25,Outpatient Department,Outpatient,364,341,271,0,0,0,0,Hospital Information System,True
EN002082,KPJ_01,JCORP Specialist Hospital,2026-05-25,Inpatient Wards,Inpatient,88,0,46,18,16,1,1,Hospital Information System,True
EN002083,KPJ_01,JCORP Specialist Hospital,2026-05-26,Emergency Department,Emergency,164,150,63,0,0,0,0,Hospital Information System,True
EN002084,KPJ_01,JCORP Specialist Hospital,2026-05-26,Outpatient Department,Outpatient,323,309,238,0,0,0,0,Hospital Information System,True
EN002085,KPJ_01,JCORP Specialist Hospital,2026-05-26,Inpatient Wards,Inpatient,80,0,41,10,6,0,1,Hospital Information System,True
EN002086,KPJ_01,JCORP Specialist Hospital,2026-05-27,Emergency Department,Emergency,156,140,56,0,0,0,0,Hospital Information System,True
EN002087,KPJ_01,JCORP Specialist Hospital,2026-05-27,Outpatient Department,Outpatient,288,277,212,0,0,0,0,Hospital Information System,True
EN002088,KPJ_01,JCORP Specialist Hospital,2026-05-27,Inpatient Wards,Inpatient,85,0,50,16,17,2,1,Hospital Information System,True
EN002089,KPJ_01,JCORP Specialist Hospital,2026-05-28,Emergency Department,Emergency,173,160,56,0,0,0,0,Hospital Information System,True
EN002090,KPJ_01,JCORP Specialist Hospital,2026-05-28,Outpatient Department,Outpatient,338,319,254,0,0,0,0,Hospital Information System,True
EN002091,KPJ_01,JCORP Specialist Hospital,2026-05-28,Inpatient Wards,Inpatient,89,0,47,16,16,3,2,Hospital Information System,True
EN002092,KPJ_01,JCORP Specialist Hospital,2026-05-29,Emergency Department,Emergency,165,153,59,0,0,0,0,Hospital Information System,True
EN002093,KPJ_01,JCORP Specialist Hospital,2026-05-29,Outpatient Department,Outpatient,326,304,251,0,0,0,0,Hospital Information System,True
EN002094,KPJ_01,JCORP Specialist Hospital,2026-05-29,Inpatient Wards,Inpatient,85,0,49,14,11,2,2,Hospital Information System,True
EN002095,KPJ_01,JCORP Specialist Hospital,2026-05-30,Emergency Department,Emergency,185,167,58,0,0,0,0,Hospital Information System,True
EN002096,KPJ_01,JCORP Specialist Hospital,2026-05-30,Outpatient Department,Outpatient,123,113,96,0,0,0,0,Hospital Information System,True
EN002097,KPJ_01,JCORP Specialist Hospital,2026-05-30,Inpatient Wards,Inpatient,75,0,42,15,14,1,1,Hospital Information System,True
EN002098,KPJ_01,JCORP Specialist Hospital,2026-05-31,Emergency Department,Emergency,178,158,68,0,0,0,0,Hospital Information System,True
EN002099,KPJ_01,JCORP Specialist Hospital,2026-05-31,Outpatient Department,Outpatient,140,132,101,0,0,0,0,Hospital Information System,True
EN002100,KPJ_01,JCORP Specialist Hospital,2026-05-31,Inpatient Wards,Inpatient,85,0,48,16,14,2,2,Hospital Information System,True
EN002101,KPJ_01,JCORP Specialist Hospital,2026-06-01,Emergency Department,Emergency,174,159,62,0,0,0,0,Hospital Information System,True
EN002102,KPJ_01,JCORP Specialist Hospital,2026-06-01,Outpatient Department,Outpatient,405,391,287,0,0,0,0,Hospital Information System,True
EN002103,KPJ_01,JCORP Specialist Hospital,2026-06-01,Inpatient Wards,Inpatient,92,0,51,17,13,1,1,Hospital Information System,True
EN002104,KPJ_01,JCORP Specialist Hospital,2026-06-02,Emergency Department,Emergency,174,156,54,0,0,0,0,Hospital Information System,True
EN002105,KPJ_01,JCORP Specialist Hospital,2026-06-02,Outpatient Department,Outpatient,338,327,238,0,0,0,0,Hospital Information System,True
EN002106,KPJ_01,JCORP Specialist Hospital,2026-06-02,Inpatient Wards,Inpatient,95,0,54,19,14,2,0,Hospital Information System,True
EN002107,KPJ_01,JCORP Specialist Hospital,2026-06-03,Emergency Department,Emergency,162,146,64,0,0,0,0,Hospital Information System,True
EN002108,KPJ_01,JCORP Specialist Hospital,2026-06-03,Outpatient Department,Outpatient,307,297,235,0,0,0,0,Hospital Information System,True
EN002109,KPJ_01,JCORP Specialist Hospital,2026-06-03,Inpatient Wards,Inpatient,103,0,60,20,17,1,3,Hospital Information System,True
EN002110,KPJ_01,JCORP Specialist Hospital,2026-06-04,Emergency Department,Emergency,168,150,62,0,0,0,0,Hospital Information System,True
EN002111,KPJ_01,JCORP Specialist Hospital,2026-06-04,Outpatient Department,Outpatient,343,328,254,0,0,0,0,Hospital Information System,True
EN002112,KPJ_01,JCORP Specialist Hospital,2026-06-04,Inpatient Wards,Inpatient,85,0,45,15,15,3,1,Hospital Information System,True
EN002113,KPJ_01,JCORP Specialist Hospital,2026-06-05,Emergency Department,Emergency,150,138,46,0,0,0,0,Hospital Information System,True
EN002114,KPJ_01,JCORP Specialist Hospital,2026-06-05,Outpatient Department,Outpatient,335,310,244,0,0,0,0,Hospital Information System,True
EN002115,KPJ_01,JCORP Specialist Hospital,2026-06-05,Inpatient Wards,Inpatient,87,0,50,18,16,2,1,Hospital Information System,True
EN002116,KPJ_01,JCORP Specialist Hospital,2026-06-06,Emergency Department,Emergency,184,172,60,0,0,0,0,Hospital Information System,True
EN002117,KPJ_01,JCORP Specialist Hospital,2026-06-06,Outpatient Department,Outpatient,129,123,100,0,0,0,0,Hospital Information System,True
EN002118,KPJ_01,JCORP Specialist Hospital,2026-06-06,Inpatient Wards,Inpatient,97,0,56,12,8,0,1,Hospital Information System,True
EN002119,KPJ_01,JCORP Specialist Hospital,2026-06-07,Emergency Department,Emergency,180,167,58,0,0,0,0,Hospital Information System,True
EN002120,KPJ_01,JCORP Specialist Hospital,2026-06-07,Outpatient Department,Outpatient,114,110,86,0,0,0,0,Hospital Information System,True
EN002121,KPJ_01,JCORP Specialist Hospital,2026-06-07,Inpatient Wards,Inpatient,77,0,40,16,12,1,1,Hospital Information System,True
EN002122,KPJ_01,JCORP Specialist Hospital,2026-06-08,Emergency Department,Emergency,170,156,55,0,0,0,0,Hospital Information System,True
EN002123,KPJ_01,JCORP Specialist Hospital,2026-06-08,Outpatient Department,Outpatient,357,343,252,0,0,0,0,Hospital Information System,True
EN002124,KPJ_01,JCORP Specialist Hospital,2026-06-08,Inpatient Wards,Inpatient,91,0,53,19,17,1,1,Hospital Information System,True
EN002125,KPJ_01,JCORP Specialist Hospital,2026-06-09,Emergency Department,Emergency,169,156,58,0,0,0,0,Hospital Information System,True
EN002126,KPJ_01,JCORP Specialist Hospital,2026-06-09,Outpatient Department,Outpatient,343,316,267,0,0,0,0,Hospital Information System,True
EN002127,KPJ_01,JCORP Specialist Hospital,2026-06-09,Inpatient Wards,Inpatient,88,0,50,18,17,1,2,Hospital Information System,True
EN002128,KPJ_01,JCORP Specialist Hospital,2026-06-10,Emergency Department,Emergency,165,153,65,0,0,0,0,Hospital Information System,True
EN002129,KPJ_01,JCORP Specialist Hospital,2026-06-10,Outpatient Department,Outpatient,359,338,286,0,0,0,0,Hospital Information System,True
EN002130,KPJ_01,JCORP Specialist Hospital,2026-06-10,Inpatient Wards,Inpatient,90,0,49,12,12,2,1,Hospital Information System,True
EN002131,KPJ_01,JCORP Specialist Hospital,2026-06-11,Emergency Department,Emergency,179,162,63,0,0,0,0,Hospital Information System,True
EN002132,KPJ_01,JCORP Specialist Hospital,2026-06-11,Outpatient Department,Outpatient,344,320,262,0,0,0,0,Hospital Information System,True
EN002133,KPJ_01,JCORP Specialist Hospital,2026-06-11,Inpatient Wards,Inpatient,87,0,45,18,17,2,1,Hospital Information System,True
EN002134,KPJ_01,JCORP Specialist Hospital,2026-06-12,Emergency Department,Emergency,143,129,54,0,0,0,0,Hospital Information System,True
EN002135,KPJ_01,JCORP Specialist Hospital,2026-06-12,Outpatient Department,Outpatient,341,317,263,0,0,0,0,Hospital Information System,True
EN002136,KPJ_01,JCORP Specialist Hospital,2026-06-12,Inpatient Wards,Inpatient,86,0,46,19,21,1,2,Hospital Information System,True
EN002137,KPJ_01,JCORP Specialist Hospital,2026-06-13,Emergency Department,Emergency,182,163,72,0,0,0,0,Hospital Information System,True
EN002138,KPJ_01,JCORP Specialist Hospital,2026-06-13,Outpatient Department,Outpatient,118,112,89,0,0,0,0,Hospital Information System,True
EN002139,KPJ_01,JCORP Specialist Hospital,2026-06-13,Inpatient Wards,Inpatient,87,0,52,17,19,3,2,Hospital Information System,True
EN002140,KPJ_01,JCORP Specialist Hospital,2026-06-14,Emergency Department,Emergency,164,147,53,0,0,0,0,Hospital Information System,True
EN002141,KPJ_01,JCORP Specialist Hospital,2026-06-14,Outpatient Department,Outpatient,124,115,99,0,0,0,0,Hospital Information System,True
EN002142,KPJ_01,JCORP Specialist Hospital,2026-06-14,Inpatient Wards,Inpatient,86,0,51,17,20,2,3,Hospital Information System,True
EN002143,KPJ_01,JCORP Specialist Hospital,2026-06-15,Emergency Department,Emergency,165,155,58,0,0,0,0,Hospital Information System,True
EN002144,KPJ_01,JCORP Specialist Hospital,2026-06-15,Outpatient Department,Outpatient,407,377,305,0,0,0,0,Hospital Information System,True
EN002145,KPJ_01,JCORP Specialist Hospital,2026-06-15,Inpatient Wards,Inpatient,93,0,53,15,15,1,4,Hospital Information System,True
EN002146,KPJ_01,JCORP Specialist Hospital,2026-06-16,Emergency Department,Emergency,174,158,68,0,0,0,0,Hospital Information System,True
EN002147,KPJ_01,JCORP Specialist Hospital,2026-06-16,Outpatient Department,Outpatient,363,341,289,0,0,0,0,Hospital Information System,True
EN002148,KPJ_01,JCORP Specialist Hospital,2026-06-16,Inpatient Wards,Inpatient,81,0,45,16,16,2,2,Hospital Information System,True
EN002149,KPJ_01,JCORP Specialist Hospital,2026-06-17,Emergency Department,Emergency,148,137,46,0,0,0,0,Hospital Information System,True
EN002150,KPJ_01,JCORP Specialist Hospital,2026-06-17,Outpatient Department,Outpatient,356,336,263,0,0,0,0,Hospital Information System,True
EN002151,KPJ_01,JCORP Specialist Hospital,2026-06-17,Inpatient Wards,Inpatient,79,0,45,14,16,3,1,Hospital Information System,True
EN002152,KPJ_01,JCORP Specialist Hospital,2026-06-18,Emergency Department,Emergency,161,147,53,0,0,0,0,Hospital Information System,True
EN002153,KPJ_01,JCORP Specialist Hospital,2026-06-18,Outpatient Department,Outpatient,322,304,247,0,0,0,0,Hospital Information System,True
EN002154,KPJ_01,JCORP Specialist Hospital,2026-06-18,Inpatient Wards,Inpatient,93,0,51,17,18,0,2,Hospital Information System,True
EN002155,KPJ_01,JCORP Specialist Hospital,2026-06-19,Emergency Department,Emergency,162,150,51,0,0,0,0,Hospital Information System,True
EN002156,KPJ_01,JCORP Specialist Hospital,2026-06-19,Outpatient Department,Outpatient,348,326,252,0,0,0,0,Hospital Information System,True
EN002157,KPJ_01,JCORP Specialist Hospital,2026-06-19,Inpatient Wards,Inpatient,80,0,47,15,13,1,2,Hospital Information System,True
EN002158,KPJ_01,JCORP Specialist Hospital,2026-06-20,Emergency Department,Emergency,193,177,72,0,0,0,0,Hospital Information System,True
EN002159,KPJ_01,JCORP Specialist Hospital,2026-06-20,Outpatient Department,Outpatient,120,116,89,0,0,0,0,Hospital Information System,True
EN002160,KPJ_01,JCORP Specialist Hospital,2026-06-20,Inpatient Wards,Inpatient,91,0,50,17,17,3,1,Hospital Information System,True
EN002161,KPJ_01,JCORP Specialist Hospital,2026-06-21,Emergency Department,Emergency,177,161,54,0,0,0,0,Hospital Information System,True
EN002162,KPJ_01,JCORP Specialist Hospital,2026-06-21,Outpatient Department,Outpatient,138,130,106,0,0,0,0,Hospital Information System,True
EN002163,KPJ_01,JCORP Specialist Hospital,2026-06-21,Inpatient Wards,Inpatient,85,0,44,15,16,2,0,Hospital Information System,True
EN002164,KPJ_01,JCORP Specialist Hospital,2026-06-22,Emergency Department,Emergency,168,153,59,0,0,0,0,Hospital Information System,True
EN002165,KPJ_01,JCORP Specialist Hospital,2026-06-22,Outpatient Department,Outpatient,325,313,241,0,0,0,0,Hospital Information System,True
EN002166,KPJ_01,JCORP Specialist Hospital,2026-06-22,Inpatient Wards,Inpatient,84,0,47,14,15,1,2,Hospital Information System,True
EN002167,KPJ_01,JCORP Specialist Hospital,2026-06-23,Emergency Department,Emergency,186,168,68,0,0,0,0,Hospital Information System,True
EN002168,KPJ_01,JCORP Specialist Hospital,2026-06-23,Outpatient Department,Outpatient,345,318,270,0,0,0,0,Hospital Information System,True
EN002169,KPJ_01,JCORP Specialist Hospital,2026-06-23,Inpatient Wards,Inpatient,84,0,46,14,12,2,1,Hospital Information System,True
EN002170,KPJ_01,JCORP Specialist Hospital,2026-06-24,Emergency Department,Emergency,170,154,65,0,0,0,0,Hospital Information System,True
EN002171,KPJ_01,JCORP Specialist Hospital,2026-06-24,Outpatient Department,Outpatient,377,362,290,0,0,0,0,Hospital Information System,True
EN002172,KPJ_01,JCORP Specialist Hospital,2026-06-24,Inpatient Wards,Inpatient,89,0,48,18,17,1,2,Hospital Information System,True
EN002173,KPJ_01,JCORP Specialist Hospital,2026-06-25,Emergency Department,Emergency,173,161,56,0,0,0,0,Hospital Information System,True
EN002174,KPJ_01,JCORP Specialist Hospital,2026-06-25,Outpatient Department,Outpatient,302,279,239,0,0,0,0,Hospital Information System,True
